publication_id,publication_title,publication_doi,new_name,new_is_mentioned,new_is_used,new_description,new_source,new_domain
pub.1091321717,Understanding Pollinator Habitat Conservation under Current Policy Using Economic Experiments,10.3390/land6030057,format,false,false,,,
pub.1091321717,Understanding Pollinator Habitat Conservation under Current Policy Using Economic Experiments,10.3390/land6030057,Spreadsheet/Tabular data,false,false,,,
pub.1091321717,Understanding Pollinator Habitat Conservation under Current Policy Using Economic Experiments,10.3390/land6030057,"}
  ],",false,false,,,
pub.1091321717,Understanding Pollinator Habitat Conservation under Current Policy Using Economic Experiments,10.3390/land6030057,: {,false,false,,,
pub.1091321717,Understanding Pollinator Habitat Conservation under Current Policy Using Economic Experiments,10.3390/land6030057,": 3,",false,false,,,
pub.1091321717,Understanding Pollinator Habitat Conservation under Current Policy Using Economic Experiments,10.3390/land6030057,": 1,",false,false,,,
pub.1091321717,Understanding Pollinator Habitat Conservation under Current Policy Using Economic Experiments,10.3390/land6030057,": 2,",false,false,,,
pub.1091321717,Understanding Pollinator Habitat Conservation under Current Policy Using Economic Experiments,10.3390/land6030057,UNL,false,false,,,
pub.1092259111,"For Low-Income Americans, Living ≤1 Mile (≤1.6 km) from the Nearest Supermarket Is Not Associated with Self-Reported Household Food Security",10.3945/cdn.117.001446,Store Tracking and Redemption System (STARS),true,false,A USDA system that tracks SNAP‑authorized retail locations and their classifications.,USDA Food and Nutrition Service,"Retail classification, Food Access"
pub.1092480782,Food insecurity may lead to incomplete HIV viral suppression and less immune reconstitution among HIV/hepatitis C virus‐coinfected people,10.1111/hiv.12561,Food Security & HIV-HCV Sub-Study (FS Sub-study),true,true,"A mixed‑methods sub‑study nested within the Canadian Co‑Infection Cohort that collected food‑security, HIV, and HCV data.",Canadian Co‑Infection Cohort,"Epidemiology, HIV, HCV, Nutrition"
pub.1092480782,Food insecurity may lead to incomplete HIV viral suppression and less immune reconstitution among HIV/hepatitis C virus‐coinfected people,10.1111/hiv.12561,Canadian Co-Infection Cohort (CCC),true,true,A nationwide prospective cohort of HIV/HCV‑coinfected individuals in Canada.,Canadian research network on HIV/HCV coinfection,Infectious disease epidemiology
pub.1092480782,Food insecurity may lead to incomplete HIV viral suppression and less immune reconstitution among HIV/hepatitis C virus‐coinfected people,10.1111/hiv.12561,National Health and Nutrition Examination Survey (NHANES),true,false,A US national survey that combines interviews and physical examinations to assess health and nutrition status.,Centers for Disease Control and Prevention (CDC),Public health / Epidemiology
pub.1092669592,Nutritional and greenhouse gas impacts of removing animals from US agriculture,10.1073/pnas.1707322114,USDA National Nutrient Database for Standard Reference – Release 27,false,false,Comprehensive database of nutrient values for foods commonly consumed in the United States.,U.S. Department of Agriculture / Agricultural Research Service (ARS),Nutrition – Food Composition
pub.1092669592,Nutritional and greenhouse gas impacts of removing animals from US agriculture,10.1073/pnas.1707322114,Foreign Agricultural Trade of the United States (FATUS),false,false,Dataset providing statistics on U.S. agricultural imports and exports.,U.S. Department of Agriculture / Economic Research Service,Agriculture – Trade Data
pub.1093159254,Food Insecurity Research in the United States: Where We Have Been and Where We Need to Go,10.1093/aepp/ppx058,Panel Study of Income Dynamics (PSID),true,false,A longitudinal household panel survey that tracks families and their descendants over decades.,"Institute for Social Research, University of Michigan","Economics, Sociology, Demography"
pub.1093159254,Food Insecurity Research in the United States: Where We Have Been and Where We Need to Go,10.1093/aepp/ppx058,Fragile Families and Child Well Being Study (FFCWS),true,false,"A longitudinal study of families with children born in large U.S. cities, focusing on child development and family dynamics.","Various academic institutions (e.g., Columbia University)","Child Development, Sociology, Public Policy"
pub.1093159254,Food Insecurity Research in the United States: Where We Have Been and Where We Need to Go,10.1093/aepp/ppx058,Early Childhood Longitudinal Survey (ECLS),true,false,A series of longitudinal studies by the National Center for Education Statistics that follow children from birth through early school years.,National Center for Education Statistics (NCES),"Education, Child Development"
pub.1100165699,Understanding High Incidence of Severe Obesity and Very Low Food Security in Food Pantry Clients: Implications For Social Work,10.1080/19371918.2017.1415181,Missouri Hunger Atlas 2016,true,false,A state‑level report/atlas summarizing food‑insecurity indicators for Missouri.,"Missouri Hunger Atlas, 2016",Public Health / Food Security
pub.1100250144,Child hunger from a family resilience perspective,10.1080/19320248.2017.1364189,Midlands Family Study,true,true,"Primary data set collected by the authors, comprising survey responses from 544 families in an eight‑county region of South Carolina.",Authors’ own data collection effort.,Public Health / Food Security
pub.1100250144,Child hunger from a family resilience perspective,10.1080/19320248.2017.1364189,Consumer Expenditure Survey (CEX),true,false,A national survey conducted by the U.S. Bureau of Labor Statistics that collects data on household expenditures and income.,Referenced as a source for questionnaire items; no direct analysis of CEX data reported.,Economics / Household Finance
pub.1100292434,Evidence for the age-specific relationship of food insecurity and key dietary outcomes among US children and adolescents,10.1017/s0954422417000245,What We Eat in America (WEIA),true,false,The dietary interview component of NHANES that collects detailed 24‑hour recall data on food and nutrient intake.,U.S. Department of Agriculture,Nutrition
pub.1100480817,"Food access, food security and community gardens in Rockford, IL",10.1080/13549839.2018.1426561,U.S. Census Bureau data,true,true,"National demographic and socioeconomic statistics collected by the U.S. Census Bureau, including population counts, poverty rates, and racial/ethnic composition at city and census‑tract levels.",U.S. Census Bureau,Demography / Social science
pub.1100724306,Communication barrier in family linked to increased risks for food insecurity among deaf people who use American Sign Language,10.1017/s1368980017002865,Health Information National Trends Survey (HINTS),true,false,A nationally representative survey on health communication and information seeking; only one item was borrowed for this study.,National Cancer Institute,Public Health / Health Communication
pub.1100754932,Chronic disease burden predicts food insecurity among older adults,10.1017/s1368980017004062,Health and Retirement Study (HRS),true,true,"A longitudinal, nationally representative survey of U.S. adults aged 50+ covering health, economics, and demographics.",University of Michigan Institute for Social Research,Social science / health economics
pub.1100754932,Chronic disease burden predicts food insecurity among older adults,10.1017/s1368980017004062,Canadian Community Health Survey (CCHS),true,false,"A national cross‑sectional survey that collects information on health status, health care utilization, and health determinants in Canada.",Statistics Canada,Public health / epidemiology
pub.1100914891,"Skeletal growth, body composition, and metabolic risk among North Sudanese immigrant children",10.1111/phn.12386,Baylor College of Medicine Body Composition Laboratory (CNRC) reference data,true,true,"Reference body composition and bone density data collected by the CNRC, used to generate normative Z‑scores for pediatric populations.",Baylor College of Medicine,Pediatrics / Bone health
pub.1101033966,The Impact of Food Insecurity on the Home Emotional Environment Among Low-Income Mothers of Young Children,10.1007/s10995-018-2499-9,2014 Los Angeles County WIC Survey,true,true,"A county‑level survey of WIC participants conducted in 2014, providing demographic and food‑security information.",Public Health Foundation Enterprises WIC Program,Nutrition assistance / Public health
pub.1101033966,The Impact of Food Insecurity on the Home Emotional Environment Among Low-Income Mothers of Young Children,10.1007/s10995-018-2499-9,Los Angeles County Health Survey,true,false,A periodic health survey conducted by the Los Angeles County Department of Public Health.,Los Angeles County Department of Public Health,Public health / Regional health surveillance
pub.1101053518,Cropping Systems and Climate Change in Humid Subtropical Environments,10.3390/agronomy8020019,USDA Crop Production 2014 Summary,true,false,Summary report from the United States Department of Agriculture detailing crop production statistics for 2014.,United States Department of Agriculture (USDA),Agricultural statistics
