publication_id,publication_title,publication_doi,new_name,new_confidence_score_mention,new_confidence_score_use,new_description,new_source,new_domain
pub.1134932145,"Predictors of households at risk for food insecurity in the United States during the COVID-19 pandemic",10.1017/s1368980021000355,"USDA Food Security Data",8,2,"Statistical reports from the United States Department of Agriculture on household food security status.","USDA","Agriculture / Public health"
pub.1134955053,"Examining Sociodemographic Factors, Food Insecurity and Obesity of Food Pantry Clients in Alaska: A Cross Sectional Study",10.1080/03670244.2021.1881895,"Alaska Food Pantry Client Survey 2018",9,9,"A primary dataset collected from 148 food pantry clients, including demographic variables and USDA Food Security Survey responses.","Collected by the research team at St. Francis House food pantry, Alaska, February–March 2018","Public health / nutrition / food security"
pub.1134955053,"Examining Sociodemographic Factors, Food Insecurity and Obesity of Food Pantry Clients in Alaska: A Cross Sectional Study",10.1080/03670244.2021.1881895,"US Adult Food Security Survey Module",9,8,"A standardized USDA questionnaire used to measure adult food security levels.","U.S. Department of Agriculture (USDA)","Food security assessment"
pub.1134955053,"Examining Sociodemographic Factors, Food Insecurity and Obesity of Food Pantry Clients in Alaska: A Cross Sectional Study",10.1080/03670244.2021.1881895,"Feeding America Network Distribution Data 2018",7,2,"Aggregated data on food distribution by Feeding America in 2018.","Feeding America annual report","Food distribution / humanitarian aid"
pub.1134955053,"Examining Sociodemographic Factors, Food Insecurity and Obesity of Food Pantry Clients in Alaska: A Cross Sectional Study",10.1080/03670244.2021.1881895,"Food Bank of Alaska Distribution Data 2018",7,2,"Aggregate data on food distribution by the Food Bank of Alaska in 2018.","Food Bank of Alaska annual report","Food distribution / regional assistance"
pub.1134955053,"Examining Sociodemographic Factors, Food Insecurity and Obesity of Food Pantry Clients in Alaska: A Cross Sectional Study",10.1080/03670244.2021.1881895,"United States Census Bureau Anchorage Demographics 2019",6,2,"Census data on demographic composition of Anchorage, Alaska.","U.S. Census Bureau","Demographics / population statistics"
pub.1134959841,"Association Between Receipt of Unemployment Insurance and Food Insecurity Among People Who Lost Employment During the COVID-19 Pandemic in the United States",10.1001/jamanetworkopen.2020.35884,"Understanding Coronavirus in America study (UCA)",9,9,"A longitudinal panel survey tracking U.S. adults' experiences during the COVID‑19 pandemic.","Understanding America Study, University of Southern California","Social science / Public health"
pub.1134959841,"Association Between Receipt of Unemployment Insurance and Food Insecurity Among People Who Lost Employment During the COVID-19 Pandemic in the United States",10.1001/jamanetworkopen.2020.35884,"Understanding America Study (UAS)",8,8,"A probability‑based internet panel that provides data for a variety of social and health research projects.","Center for Economic and Social Research, University of Southern California","Social science / Economics"
pub.1134959841,"Association Between Receipt of Unemployment Insurance and Food Insecurity Among People Who Lost Employment During the COVID-19 Pandemic in the United States",10.1001/jamanetworkopen.2020.35884,"National Health and Nutrition Examination Survey (NHANES)",9,1,"A nationally representative survey of health and nutrition status of the U.S. population.","U.S. Centers for Disease Control and Prevention (CDC)","Public health / Nutrition"
pub.1134959841,"Association Between Receipt of Unemployment Insurance and Food Insecurity Among People Who Lost Employment During the COVID-19 Pandemic in the United States",10.1001/jamanetworkopen.2020.35884,"Census Household Pulse Survey",8,1,"A rapid, high‑frequency survey measuring the social and economic impacts of COVID‑19 on U.S. households.","U.S. Census Bureau","Public health / Economics"
pub.1135065661,"Perceived Neighborhood-Level Drivers of Food Insecurity Among Aging Women in the United States: A Qualitative Study",10.1016/j.jand.2020.12.019,"Household Food Security Survey Module (HFSSM)",9,6,"A USDA survey instrument used to classify household food security status.","US Department of Agriculture","Nutrition / Public Health"
pub.1135065661,"Perceived Neighborhood-Level Drivers of Food Insecurity Among Aging Women in the United States: A Qualitative Study",10.1016/j.jand.2020.12.019,"Women's Interagency HIV Study (WIHS)",9,8,"A longitudinal cohort study collecting extensive health, demographic, and behavioral data on women with or at risk for HIV in the United States.","National Institute of Allergy and Infectious Diseases (NIH) and multiple university sites","Epidemiology / HIV research"
pub.1135065661,"Perceived Neighborhood-Level Drivers of Food Insecurity Among Aging Women in the United States: A Qualitative Study",10.1016/j.jand.2020.12.019,"National Health and Nutrition Examination Survey (NHANES)",8,1,"A nationally representative survey of health and nutrition status in the U.S. population.","Centers for Disease Control and Prevention (CDC)","Public Health / Nutrition"
pub.1135308270,"A Subsidized Healthy Food Prescription Program for Adults with type 2 Diabetes who are Experiencing Food Insecurity: Protocol for a Randomized Controlled Trial, Modelling and Implementation Studies",10.21203/rs.3.rs-180761/v1,"Household Food Security Survey Module (HFSSM)",9,8,"A validated 18‑item questionnaire that measures household food security status.","U.S. Department of Agriculture / U.S. Census Bureau","Public health, nutrition, social determinants of health"
pub.1135308270,"A Subsidized Healthy Food Prescription Program for Adults with type 2 Diabetes who are Experiencing Food Insecurity: Protocol for a Randomized Controlled Trial, Modelling and Implementation Studies",10.21203/rs.3.rs-180761/v1,"Alberta Health Services Analytics, Data Integration, Measurement and Reporting database",9,8,"Provincial administrative health data repository containing laboratory results and diagnostic information.","Alberta Health Services","Clinical/administrative health data"
pub.1135308270,"A Subsidized Healthy Food Prescription Program for Adults with type 2 Diabetes who are Experiencing Food Insecurity: Protocol for a Randomized Controlled Trial, Modelling and Implementation Studies",10.21203/rs.3.rs-180761/v1,"UK Prospective Diabetes Study outcomes simulation model 2 (UKPDS Outcomes Model 2)",9,8,"A validated simulation model based on the UKPDS cohort that projects diabetes‑related complications, costs and quality‑adjusted life years.","UK Prospective Diabetes Study (UKPDS)","Health economics, diabetes outcomes modelling"
pub.1135308270,"A Subsidized Healthy Food Prescription Program for Adults with type 2 Diabetes who are Experiencing Food Insecurity: Protocol for a Randomized Controlled Trial, Modelling and Implementation Studies",10.21203/rs.3.rs-180761/v1,"Canadian Community Health Survey (CCHS)",8,7,"A national health survey that provides standardized sociodemographic and health variables.","Statistics Canada","Population health, epidemiology"
pub.1135308270,"A Subsidized Healthy Food Prescription Program for Adults with type 2 Diabetes who are Experiencing Food Insecurity: Protocol for a Randomized Controlled Trial, Modelling and Implementation Studies",10.21203/rs.3.rs-180761/v1,"Pharmaceutical Information Network Database",8,7,"A province‑wide database that records dispensed prescription medications.","Alberta Health Services / provincial pharmacy information system","Pharmacy, medication utilization"
pub.1135343943,"Obstacles to food security, food pantry use, and educational success among university students: a mixed methods approach",10.1080/07448481.2021.1873789,"Household Food Security Survey Module (HFSSM) – USDA 10‑item Food Security Survey",9,9,"A validated questionnaire developed by the United States Department of Agriculture to assess household food‑security status; the 10‑item version is the core of the HFSSM.","U.S. Department of Agriculture (USDA)","Nutrition / Public Health"
pub.1135343943,"Obstacles to food security, food pantry use, and educational success among university students: a mixed methods approach",10.1080/07448481.2021.1873789,"USDA Six‑Item Short Form Food Security Survey",7,2,"A shorter, validated USDA food‑security questionnaire consisting of six items, used in many research studies as an alternative to the full HFSSM.","U.S. Department of Agriculture Economic Research Service (2012)","Nutrition / Public Health"
